STN-ID,STN-NAME,DISTRICT,LAT,LON,ELEVATION (M),BEGIN-DATE,END-DATE
01KG290A,"'MAHAGALKADAWLA,GALGAMUWA'",'KURUNEGALA',8.07 N,80.28 E,111.0,1987-11-01,9999-12-31
01KG300B,'MAKANDURA','KEGALLE',7.32 N,79.98 E,26.0,2007-03-28,9999-12-31
01KG301B,'MELCIRI PURA','KURUNEGALA',7.63 N,80.60 E,170.0,2007-11-16,9999-12-31
01KG312A,'MARANDAWILA FARM','KURUNEGALA',7.63 N,79.95 E,0.0,1993-01-01,9999-12-31
01KG340C,'MOLA ELIYA','KURUNEGALA',7.65 N,79.93 E,15.0,2011-05-01,9999-12-31
01KG383A,'NUWARAKELLE ESTATE','KURUNEGALA',7.60 N,80.10 E,16.0,1954-08-01,1970-11-30
01KG404A,'PANDUWASNUWARA','KURUNEGALA',7.60 N,80.12 E,1.0,1990-03-01,9999-12-31
01KG407A,'PANNALA VIRIDIYAWA EST','KURUNEGALA',7.33 N,80.03 E,0.0,1996-04-01,9999-12-31
01KG426A,'POLGAHAWELA (COCONUT)','KURUNEGALA',7.32 N,80.30 E,16.0,1992-12-01,9999-12-31
01KG427A,'POLONTALAWA','KURUNEGALA',7.72 N,80.00 E,16.0,1953-10-01,9999-12-31
01KG468A,'SIYAMBALAGASRUPPE ESTATE','KURUNEGALA',7.50 N,79.92 E,16.0,1955-01-01,1968-12-31
01KG469A,'SIYAMBALANGAMUWA','KURUNEGALA',7.95 N,80.45 E,16.0,1953-12-01,9999-12-31
01KG493C,'THAMBANA ESTATE','KURUNEGALA',7.38 N,79.97 E,0.0,1993-01-01,9999-12-31
01KG540C,'WELLEWA','KURUNEGALA',6.55 N,80.35 E,100.0,2007-05-01,9999-12-31
01KG543A,'WEUDA','KURUNEGALA',7.42 N,80.48 E,16.0,1989-01-01,9999-12-31
01KI001B,'AKKARAYANKULAM','KILINOCHCHI',9.30 N,80.35 E,31.1,1961-12-01,9999-12-31
01KI0183,'IRANAMADU TANK','KILINOCHCHI',9.35 N,80.40 E,30.5,1910-06-01,9999-12-31
01KI0238,'KILLINOCHCHI-IRRIGATION','KILINOCHCHI',9.42 N,80.42 E,24.4,1905-01-01,1987-12-31
01KI0239,'KILLINOCHCHI-IRANAMADU','KILINOCHCHI',9.35 N,80.40 E,16.0,1941-01-01,1963-12-31
01KI0240,'KILLINOCHCHI-CATTLE FARM','KILINOCHCHI',9.40 N,80.47 E,24.4,1946-10-01,9999-12-31
01KI0409,'PARANTHAN FARM','KILINOCHCHI',9.42 N,80.42 E,16.0,1927-10-01,9999-12-31
01KI218B,'KIRANCHI','KILINOCHCHI',9.33 N,80.08 E,16.0,1966-01-01,1980-12-31
01KI220B,'KARIYALAINAGAPODUWAN','KILINOCHCHI',9.27 N,80.17 E,0.0,1998-03-01,9999-12-31
01KT0035,'BANDARAGAMA','KALUTARA',6.72 N,80.00 E,16.0,1921-10-01,9999-12-31
01KT0066,'CLYDE ESTATE','KALUTARA',6.58 N,80.03 E,24.4,1952-07-01,9999-12-31
01kt0120,'FROCESTOR ESTATE','KALUTARA',6.67 N,80.12 E,15.2,1952-07-01,9999-12-31
01KT0132,'GEEKIYANAKANDA ESTATE','KALUTARA',6.60 N,80.12 E,106.7,1872-04-01,9999-12-31
01KT0145,'HALWATURA','KALUTARA',6.72 N,80.20 E,137.2,1929-03-01,9999-12-31
01KT0171,'HORANA','KALUTARA',6.75 N,80.07 E,30.5,1941-01-01,9999-12-31
01KT0200,'KALUTARA-P.W.D.','KALUTARA',6.58 N,79.95 E,3.0,1879-01-01,9999-12-31
01KT0204,'KANAHA ESTATE','KALUTARA',6.43 N,80.10 E,16.0,1910-06-01,1968-10-31
01KT021A,'ARAMANAGOLLA','KALUTARA',6.73 N,80.05 E,0.0,1984-02-01,9999-12-31
01KT0259,'KUMBADUWA ESTATE','KALUTARA',6.43 N,80.20 E,16.0,1942-01-01,1980-12-31
01KT0336,'MILLEWA ESTATE','KALUTARA',6.80 N,80.08 E,16.0,1952-07-01,9999-12-31
01KT0344,'MOUNT EDEN ESTATE','KALUTARA',6.60 N,79.98 E,16.0,1937-07-01,1963-12-31
01KT0403,'PANADURA','KALUTARA',6.72 N,79.90 E,16.0,1936-04-01,1980-07-31
01KT0422,'PIMBURA','KALUTARA',6.57 N,80.17 E,16.0,1935-07-01,1966-12-31
01KT0450,'RAYIGAMA','KALUTARA',6.77 N,80.18 E,16.0,1897-05-01,9999-12-31
01KT0467,'SIRIKANDURA ESTATE','KALUTARA',6.50 N,80.15 E,16.0,1920-03-01,9999-12-31
01KT0474,'ST.GEORGES GROUP','KALUTARA',6.52 N,80.12 E,16.0,1989-02-01,9999-12-31
01KT0525,'WADDUWA','KALUTARA',6.67 N,79.93 E,16.0,1952-08-01,9999-12-31
01KT073A,'DELKEITH','KALUTARA',6.57 N,80.20 E,95.0,2006-07-22,9999-12-31
01KT079A,'DEDIYAWALA-WASKADUWA','KALUTARA',6.62 N,79.95 E,1111.0,1990-11-01,9999-12-31
01KT169A,'HORAGODA ESTATE','KALUTARA',6.50 N,80.25 E,16.0,1954-12-01,9999-12-31
01KT200A,'KALUTARA-POLICE STATION','KALUTARA',6.58 N,79.97 E,16.0,1951-01-01,1966-12-31
01KT253C,'KOROSDUWA','KALUTARA',6.65 N,79.95 E,18.0,2006-03-16,9999-12-31
01KT335B,'MILLENIYA ESTATE','KALUTARA',6.67 N,80.00 E,16.0,1955-01-01,1981-04-30
01KT346A,'MORAPITIYA','KALUTARA',6.53 N,80.27 E,16.0,1989-01-01,9999-12-31
01KT359B,'NAGODA','KALUTARA',6.57 N,80.00 E,16.0,1944-01-01,1951-12-31
01KT400C,'PALLEGODA ESTATE','KALUTARA',6.47 N,80.05 E,0.0,1998-09-01,9999-12-31
01KT414B,'PELAWATTE','KALUTARA',6.42 N,80.22 E,16.0,1959-01-01,9999-12-31
01KT420B,'PERTH ESTATE','KALUTARA',6.70 N,80.10 E,0.0,1994-01-01,9999-12-31
01KT449A,'RATHMALGODA','KALUTARA',6.75 N,80.12 E,16.0,1954-02-01,1975-04-30
01KT474A,'YATADOLA(BOPITIYA)','KALUTARA',6.50 N,80.08 E,100.0,2006-03-16,9999-12-31
01KT474B,'YATADOLA (MATUGAMA DIV)','KALUTARA',6.52 N,80.05 E,210.0,2006-03-16,9999-12-31
01KT478B,'ST.VINCENTS GROUP','KALUTARA',6.52 N,80.00 E,16.0,1955-01-01,9999-12-31
01KT492B,'THANTIRIMULLA','KALUTARA',6.72 N,79.92 E,0.0,1998-01-01,9999-12-31
01KT513A,'USK VALLEY S.P.','KALUTARA',6.57 N,80.23 E,16.0,1954-10-01,9999-12-31
01KT524A,"'KALUTARA, VOGAN GROUP'",'KALUTARA',6.53 N,80.10 E,0.0,1994-01-01,9999-12-31
01KU092B,'DODANGASLANDA','KURUNEGALA',7.57 N,80.53 E,16.0,1987-06-01,9999-12-31
01KU312A,'MARANDAWILA FARM','KURUNEGALA',7.63 N,79.97 E,0.0,1996-03-01,9999-12-31
01KU424A,'POLATAGAMA ESTATE','KURUNEGALA',7.52 N,80.15 E,16.0,1991-01-01,9999-12-31
01KY0078,'DEANSTONE','KANDY',7.33 N,80.87 E,16.0,1926-12-01,1967-02-28
01KY0083,'DELTOTA','KANDY',7.15 N,80.70 E,16.0,1920-06-01,1973-08-31
01KY0098,'DORAGALLA ESTATE','KANDY',7.08 N,80.60 E,16.0,1907-08-01,1973-09-30
01KY0099,'DUCKWARI ESTATE','KANDY',7.35 N,80.78 E,1006.1,1888-04-01,9999-12-31
01KY0121,'GALAGEDARA','KANDY',7.37 N,80.53 E,16.0,1941-01-01,1966-10-31
01KY0127,"'GALPHELE, WATTEGAMA'",'KANDY',7.35 N,80.70 E,701.2,1898-01-01,9999-12-31
01KY0129,'GAMPOLA','KANDY',7.17 N,80.57 E,16.0,1938-01-01,1971-09-30
01KY0139,'GONAWELLA ESTATE','KANDY',7.38 N,80.80 E,16.0,1952-07-01,1974-05-31
01KY0159,'HENDON ESTATE','KANDY',7.40 N,80.87 E,16.0,1916-07-01,1963-12-31
01KY0175,'IDDUMAKELLE ESTATE','KANDY',7.30 N,80.95 E,16.0,1928-08-01,1980-07-31
01KY0190,'KADUGANNAWA','KANDY',7.25 N,80.52 E,16.0,1938-01-01,1974-11-30
01KY0211,'KANDY-KINGS PAVILION','KANDY',7.30 N,80.63 E,510.4,1922-08-01,9999-12-31
01KY0223,'KATUGASTOTA-P.W.D.','KANDY',11.18 N,11.18 E,16.0,1879-01-01,1961-04-30
01KY0234,'KELLIE ESTATE','KEGALLE',7.12 N,80.43 E,16.0,1921-06-01,9999-12-31
01KY0245,'KIRIMETIYA ESTATE','KANDY',7.22 N,80.68 E,929.9,1929-05-01,9999-12-31
01KY0249,'KOBONELLA ESTATE','KANDY',7.35 N,80.85 E,1372.0,1882-04-01,9999-12-31
01KY0262,'KUNDASALE FARM','KANDY',7.27 N,80.68 E,492.0,1947-10-01,9999-12-31
01KY0270,'LEBANON GROUP','KANDY',7.40 N,80.77 E,16.0,1952-07-01,1981-11-30
01KY0285,'MADUGODA','KANDY',7.32 N,80.88 E,16.0,1913-01-01,1974-12-31
01KY0314,"'MARIYAWATTA,GAMPOLA'",'KANDY',7.13 N,80.57 E,16.0,1880-06-01,1959-08-31
01KY0328,'MEERIATENNA','KANDY',7.17 N,80.80 E,16.0,1912-01-01,1963-12-31
01KY0338,'MINIPE IRRIGATION','KANDY',7.25 N,81.00 E,16.0,1936-03-01,1963-12-31
01KY0339,'MINIPE TOBACCO STATION','KANDY',7.25 N,81.00 E,16.0,1941-01-01,1954-12-31
01KY0346,'MORAKANDA GROUP','KANDY',7.40 N,80.55 E,16.0,1952-01-01,1963-08-31
01KY0354,'MURAPOLA','KANDY',7.20 N,80.75 E,16.0,1947-04-01,1971-05-31
01KY0370,'NAWALAPITIYA','KANDY',7.07 N,80.53 E,16.0,1937-07-01,9999-12-31
01KY0374,'NEW FOREST','KANDY',7.15 N,80.68 E,16.0,1901-01-01,9999-12-31
01KY0378,'NILLOOMALLY ESTATE','KANDY',7.43 N,80.72 E,16.0,1941-01-01,1981-03-31
01KY0387,'ONANAGALLA ESTATE','KANDY',7.40 N,80.72 E,16.0,1920-01-01,1987-12-31
01KY0392,'ORWELL ESTATE','KANDY',7.15 N,80.58 E,16.0,1901-01-01,1963-12-31
01KY0394,'PADUPOLA','KANDY',7.00 N,80.47 E,16.0,1879-01-01,1974-03-31
01KY0401,'PALLEWATTE','KANDY',7.35 N,80.95 E,16.0,1957-01-01,1971-12-31
01KY0417,'PERADENIYA EXP.STATION','KANDY',7.27 N,80.60 E,16.0,1922-05-01,1963-12-31
01KY0418,'PERADENIYA BOT.GARDENS','KANDY',7.27 N,80.60 E,16.0,1883-07-01,9999-12-31
01KY0419,'PERADENIYA UNIVERSITY','KANDY',7.25 N,80.60 E,16.0,1954-01-01,1962-12-31
01KY0429,'POOPRASSIE ESTATE','KANDY',7.13 N,80.67 E,16.0,1921-01-01,1984-12-31
01KY0442,'RAJAWELLA ESTATE','KANDY',7.30 N,80.73 E,16.0,1871-01-01,1983-03-31
01KY0471,'SOGAMA ESTATE','KANDY',7.12 N,80.62 E,16.0,1884-11-01,9999-12-31
01KY0472,'SOUTH WANARAJAH ESTATE','KANDY',6.87 N,80.58 E,16.0,1885-02-01,1982-05-31
01KY0477,'ST.MARTINGS (LOWER) EST.','KANDY',7.38 N,80.85 E,16.0,1929-01-01,1963-11-30
01KY0478,'ST.MARTINGS (UPPER) EST.','KANDY',11.18 N,11.18 E,16.0,1886-08-01,1963-12-31
01KY0493,'THEYDON BOIS','KANDY',7.07 N,80.52 E,16.0,1928-01-01,1978-05-31
01KY0529,'WARAGALANDA ESTATE','KANDY',7.37 N,80.75 E,16.0,1903-01-01,1973-12-31
01KY0535,'WATTEGAMA','KANDY',7.35 N,80.68 E,16.0,1938-01-01,1952-12-31
01KY0547,'WOODSIDE ESTATE','KANDY',7.27 N,80.83 E,950.0,1897-10-01,9999-12-31
01KY0552,'YARROW ESTATE','KANDY',7.15 N,80.67 E,16.0,1883-03-01,1980-06-30
01KY082D,"'DELTA ESTATE,SOUTH DIV'",'KANDY',7.10 N,80.65 E,0.0,1996-01-01,9999-12-31
01KY082E,"'DELTA ESTATE,EAST DIV'",'KANDY',7.12 N,80.67 E,0.0,1996-01-01,9999-12-31
01KY082F,'DELTA NORTH DIVISION','KANDY',0.00 N,0.00 E,0.0,2006-09-26,9999-12-31
01KY095A,"'DOLOSBAGE,INGURUGOLLA'",'KANDY',7.12 N,80.45 E,0.0,1993-01-01,9999-12-31
01KY122A,'GALAHA FARM','KANDY',7.18 N,80.67 E,0.0,2002-10-01,9999-12-31
01KY123B,'GANNORUWA','KANDY',7.28 N,80.58 E,16.0,1954-01-01,1958-12-31
01KY132A,'GIDDAWA','KANDY',7.42 N,80.73 E,480.0,2008-01-29,9999-12-31
01KY140C,'GOOROOKELE GROUP','KANDY',7.08 N,80.65 E,16.0,1992-04-01,9999-12-31
01KY147B,'HANDESSA- DAULAGALA','KANDY',7.23 N,80.57 E,16.0,1987-06-01,9999-12-31
01KY153D,'MOOLGAMA GROUP','KANDY',7.17 N,80.65 E,16.0,1992-03-01,9999-12-31
01KY277B,'LOOLWATTHA','KANDY',7.38 N,80.85 E,1480.0,2001-10-01,9999-12-31
01KY286A,'MAHABERIYATENNA','KANDY',7.27 N,80.77 E,16.0,1989-01-01,9999-12-31
01KY286B,'MADULKELE','KANDY',7.37 N,80.73 E,750.0,2003-02-01,9999-12-31
01KY299A,'MAILAPITIYA','KANDY',7.22 N,80.73 E,535.0,2003-07-01,9999-12-31
01KY317I,'KOTHMALE(NILLAMBE) P/S','KANDY',7.02 N,80.58 E,0.0,1990-01-01,9999-12-31
01KY317K,'RANDENIGALA','KANDY',11.18 N,*****,0.0,1994-01-01,9999-12-31
01KY317L,'KOTHMALE POWER STATION','KANDY',7.12 N,80.57 E,0.0,1996-01-01,9999-12-31
01KY317N,'KOTHMALE RESERVOIR','KANDY',7.02 N,80.58 E,0.0,1998-01-01,9999-12-31
01KY317O,'POLGOLLA','KANDY',7.32 N,80.62 E,440.8,1996-06-01,9999-12-31
01KY317P,'VICTORIA','KANDY',7.25 N,80.78 E,0.0,1994-05-01,9999-12-31
01ky328a,'DELETED-MELFORT','KANDY',7.12 N,80.63 E,16.0,1991-04-01,9999-12-31
01KY328C,'MEDDEGODA','KANDY',7.12 N,80.50 E,16.0,1992-04-01,9999-12-31
01KY333A,'MILAPITIYA','KANDY',7.23 N,80.75 E,16.0,1895-04-01,1963-12-31
01KY338A,'MINIPE CIRCUIT BUNGALOW','KANDY',7.22 N,80.98 E,16.0,1936-01-01,1972-12-31
01KY348A,'MORAYAYA','KANDY',7.30 N,80.98 E,16.0,1937-06-01,1963-12-31
01KY356A,"'MURUTALAWA,SURIYAGODA'",'KEGALLE',7.32 N,80.40 E,16.0,1991-08-01,9999-12-31
01KY389B,'ORION ESTATE','KANDY',7.52 N,80.15 E,16.0,1992-03-01,1992-10-31
01KY401A,'PALLEKELE','KANDY',7.28 N,80.72 E,470.0,2007-11-16,9999-12-31
01KY407B,'PANVILATENIYA','KANDY',7.15 N,80.62 E,760.0,2006-02-25,9999-12-31
01KY490B,'TELDENIYA','KANDY',7.30 N,80.77 E,16.0,1938-01-01,1954-02-28
01KY536B,'WELIGALLA','KANDY',7.18 N,80.43 E,540.0,2009-11-14,9999-12-31
01MG0029,'BADULUWELA','MONARAGALA',7.08 N,81.42 E,16.0,1952-08-01,1969-02-28
01MG0036,'BANDARAWELA-IRRIGATION','BADULLA',6.83 N,80.98 E,1219.5,1947-04-01,9999-12-31
01MG0044,'BIBILE DISPENSARY','MONARAGALA',7.17 N,81.23 E,251.7,1901-01-01,9999-12-31
01MG0055,'BUTTALA HOSPITAL','MONARAGALA',6.75 N,81.23 E,16.0,1896-01-01,1963-12-31
01MG0114,'ETILIWEWA','MONARAGALA',6.62 N,81.12 E,16.0,1948-01-01,1978-10-31
01MG0131,'GEELONG ESTATE','MONARAGALA',6.95 N,81.38 E,16.0,1916-09-01,1973-06-30
01MG0147,'HAMBEGAMUWA','MONARAGALA',6.53 N,80.95 E,152.4,1894-01-01,9999-12-31
01mg01b,'TISSAPURA','MONARAGALA',7.30 N,81.08 E,150.0,2008-06-27,9999-12-31
01MG0342,'MONERAGALA HOSPITAL','MONARAGALA',6.90 N,81.33 E,16.0,1897-09-01,1962-11-30
01MG0343,'MONERAGALA ORCHARDS','MONARAGALA',6.92 N,81.35 E,16.0,1941-09-01,1953-11-30
01MG0385,'OKKAMPITIYA','MONARAGALA',6.75 N,81.30 E,16.0,1941-01-01,9999-12-31
01MG0424,'PITAKUMBURA','MONARAGALA',7.18 N,81.30 E,16.0,1952-11-01,1963-12-31
01MG044A,'BIBLE AGRI. TRAINING CEN','MONARAGALA',7.15 N,81.22 E,820.0,2000-06-01,9999-12-31
01MG0488,'TANAMALWILA RURAL HOSP.','MONARAGALA',6.43 N,81.13 E,16.0,1989-01-01,9999-12-31
01MG0489,"'TANAMALWILA,(SARVODAYA)'",'MONARAGALA',6.45 N,81.15 E,16.0,1898-06-01,1986-11-30
01MG055A,'BUTTALA M.R.S','MONARAGALA',6.68 N,81.27 E,0.0,1999-04-01,2002-06-30
01MG055B,'BUTTALA WATER SUPPLY','MONARAGALA',6.75 N,81.23 E,0.0,2000-06-01,9999-12-31
01MG055C,'BUTTALA - KONKETIYA','MONARAGALA',6.65 N,81.27 E,0.0,2004-06-01,9999-12-31
01MG087B,'DENAGIRIYA SCHOOL','MONARAGALA',7.07 N,81.57 E,27.4,1961-07-01,1966-02-28
01MG114A,'ETIMOLE WEWA','MONARAGALA',6.82 N,81.45 E,27.4,1959-01-01,1973-12-31
01MG141B,'HANDAPANAGALA','MONARAGALA',6.65 N,81.12 E,150.0,2007-11-16,9999-12-31
01MG147C,'HANDAPANAGALA','MONARAGALA',6.68 N,81.10 E,0.0,1994-01-01,9999-12-31
01MG147C,'HANDAPANAGALA','MONARAGALA',6.68 N,81.10 E,0.0,1994-01-01,9999-12-31
01MG221A,'KATARAGAMA','MONARAGALA',6.42 N,81.33 E,16.0,1989-01-01,9999-12-31
01MG260A,'KUMBUKKANA','MONARAGALA',6.77 N,80.28 E,440.0,2006-03-10,9999-12-31
01MG282A,'MEDAGAMA WATER SUPPLY','MONARAGALA',7.10 N,81.25 E,850.0,2000-06-01,9999-12-31
01MG282A,'MEDAGAMA WATER SUPPLY','MONARAGALA',7.10 N,81.25 E,850.0,2000-06-01,2003-10-31
01MG343B,'MONARAGALA WATER SUPPLY','MONARAGALA',6.87 N,81.35 E,475.0,2000-06-01,9999-12-31
01MG469C,'MUTUKANDIYA TANK','MONARAGALA',6.97 N,81.50 E,0.0,1993-12-01,9999-12-31
01MG488A,'TANAMALWILA WATER SUPPLY','MONARAGALA',6.47 N,81.12 E,250.0,2000-06-01,9999-12-31
01MG501B,'XXXX','MONARAGALA',7.30 N,81.08 E,150.0,2008-06-27,9999-12-31
01MG518B,'VYKKUMBURA ESTATE','MONARAGALA',7.52 N,80.15 E,16.0,1989-07-01,9999-12-31
01MG538A,'WELIPITIYA COCONUT','MONARAGALA',7.15 N,81.25 E,16.0,1992-01-01,9999-12-31
01MG540A,'WELLAWAYA','MONARAGALA',6.73 N,81.10 E,16.0,1983-10-01,9999-12-31
01MG540B,'WELLAWAYA WATER SUPPLY','MONARAGALA',6.72 N,81.08 E,300.0,2000-06-01,9999-12-31
01ML0023,'ARAWAKUMBURA','MATALE',7.08 N,81.20 E,16.0,1952-11-01,1966-01-31
01ML0072,'CRYSTAL HILL ESTATE','MATALE',7.50 N,80.65 E,426.8,1880-07-01,9999-12-31
01ML0074,'DAMBULLA HOSPITAL','MATALE',7.87 N,80.65 E,16.0,1869-01-01,1957-11-30
01ML0107,'ELKADUWA','MATALE',7.42 N,80.68 E,792.7,1911-07-01,9999-12-31
01ML0118,'FOREST HILL','MATALE',7.58 N,80.22 E,16.0,1949-01-01,1964-07-31
01ML0177,'ILLUKKUMBURA','MATALE',7.55 N,80.77 E,1219.5,1936-06-01,9999-12-31
01ML0192,'KAGAMA','MATALE',8.07 N,80.50 E,16.0,1941-01-01,1953-12-31
01ML0208,'KANDALAMA','MATALE',7.87 N,80.68 E,16.0,1952-05-25,9999-12-31
01ML0294,'MAHARAJAH GROUP','MATALE',7.60 N,80.65 E,16.0,1946-01-01,1963-12-31
01ML0318,'MATALE-P.W.D.','MATALE',7.47 N,80.62 E,16.0,1879-01-01,9999-12-31
01ML0337,'MILLAWANA ESTATE','MATALE',7.67 N,80.55 E,16.0,1937-11-01,9999-12-31
01ML0351,'MOUSSAKANDA','MATALE',7.53 N,80.22 E,16.0,1949-01-01,1974-02-28
01ML0361,'NALANDA EXPER.STATION','MATALE',7.67 N,80.63 E,16.0,1922-11-01,9999-12-31
01ML0416,'PELWEHERA','MATALE',7.90 N,80.68 E,16.0,1929-10-01,9999-12-31
01ML0465,'SIGIRIYA','MATALE',7.95 N,80.75 E,16.0,1921-11-01,1974-12-31
01ML0522,'VICARTON ESTATE','MATALE',7.48 N,80.58 E,16.0,1890-01-01,1969-12-31
01ML0531,'WARIYAPOLA ESTATE','MATALE',7.47 N,80.63 E,16.0,1887-01-01,9999-12-31
01ML0546,'WIHARAGAMA ESTATE','MATALE',7.50 N,80.65 E,16.0,1950-10-01,9999-12-31
01ML074E,'DAMBULLA FARM (C.A.D.C)','MATALE',7.85 N,80.63 E,0.0,1999-12-01,9999-12-31
01ML074F,'DAMBULLA TEC.COLLEGE','MATALE',1.00 N,1.00 E,0.0,2010-08-01,9999-12-31
01ML087A,'DEWAHUWA','ANURADHAPURA',7.80 N,80.55 E,16.0,1953-05-01,9999-12-31
01ML107A,'ELKADUWA ESTATE','MATALE',7.42 N,80.68 E,762.0,1999-12-01,9999-12-31
01ML150A,'HAPPUWIDDE DIV (ELKADUWA','MATALE',7.42 N,80.68 E,1068.0,1999-12-91,9999-12-31
01ML277A,'LOOLKADE DIVISION','MATALE',7.65 N,80.55 E,0.0,1989-01-01,9999-12-31
01ML317J,'UKUWELA','MATALE',7.40 N,80.65 E,16.0,1993-01-01,9999-12-31
01ML317M,'BOWATENNA','MATALE',7.65 N,80.65 E,0.0,1996-06-01,9999-12-31
01ML324A,'MEDAPEELLA','MATALE',7.70 N,80.73 E,200.0,2008-05-01,9999-12-31
01ML368A,'NAULA (MATALE DISTRICT)','MATALE',7.70 N,80.67 E,16.0,1956-01-01,1965-12-31
01ML389A,'RATTOTA','MATALE',11.18 N,*****,0.0,1990-09-01,9999-12-31
01ML389B,'OWELLA - RATTOTA','MATALE',7.52 N,80.65 E,16.0,1990-09-01,9999-12-31
01ML400B,"'PALLEGAMA,LAGGALA'",'MATALE',7.53 N,80.83 E,16.0,1936-08-01,1963-12-31
01ML540D,'WELLEWALA','MATALE',7.67 N,80.82 E,160.0,2008-05-01,9999-12-31
01ML544A,'WEWELMADA','MATALE',7.48 N,80.68 E,833.8,2003-10-01,9999-12-31
01ML546A,'WILGAMUWA','MATALE',7.52 N,80.95 E,16.0,1955-01-01,1970-12-31
01MN001A,'AKATHIMURIPPU','MANNAR',8.75 N,80.15 E,30.5,1922-12-01,9999-12-31
01MN0309,'MANNAR WATER WORKS','MANNAR',8.98 N,79.88 E,16.0,1922-04-01,1963-12-31
01MN0310,'MANTOTA HOSPITAL','MANNAR',8.95 N,79.97 E,16.0,1893-05-01,1940-12-31
01MN0315,'MARICHCHAKUDDI','MANNAR',8.57 N,79.93 E,16.0,1894-01-01,1990-11-30
01MN0356,'MURUNKAN','MANNAR',8.83 N,80.05 E,16.0,1901-01-01,9999-12-31
01MN0466,'SILAVATTURAI','MANNAR',8.75 N,79.95 E,16.0,1938-01-01,1964-10-31
01MN0484,'TALAIMANNAR','MANNAR',9.10 N,79.70 E,16.0,1921-09-01,1972-08-31
01MN0521,'VEPPANKULAM','MANNAR',8.78 N,80.02 E,16.0,1938-01-01,1991-11-30
01MN220A,'KARUKKAIKULAM','MANNAR',8.92 N,80.02 E,16.0,1941-01-01,9999-12-31
01MN250B,'KONDACHCHI','MANNAR',8.72 N,79.97 E,16.0,1989-01-01,1990-03-31
01MN300A,'MADU PARK FARM','MANNAR',8.83 N,80.18 E,16.0,1967-03-01,1985-10-31
01MN420A,'PERIYAMADHU','MANNAR',8.98 N,80.17 E,16.0,1989-01-01,1991-02-28
01MT0018,'ANNINGKANDA ESTATE','MATARA',6.35 N,80.62 E,533.5,1884-06-01,9999-12-31
01MT001D,'ALPALADENIYA','MATARA',6.28 N,80.43 E,0.0,2000-01-01,9999-12-31
01MT0020,'ARACHCHI AMUNA','MATARA',6.15 N,80.70 E,16.0,1916-10-01,1963-12-31
01MT0042,'BERALAPANATARA','MATARA',6.32 N,80.58 E,16.0,1941-01-01,1963-11-30
01MT0061,'CHARLEY MOUNT ESTATE','MATARA',6.00 N,80.47 E,15.2,1942-03-01,9999-12-31
01MT0076,'DANDENIYA TANK','MATARA',6.00 N,80.65 E,16.0,1880-01-15,9999-12-31
01MT0085,'DENAGAMA','MATARA',6.10 N,80.65 E,16.0,1879-01-01,9999-12-31
01MT0088,'DICKWELLA','MATARA',5.97 N,80.70 E,16.0,1952-01-01,1956-12-31
01MT0096,'DOOROOMADELLA BUNGALOW','MATALE',7.57 N,80.22 E,16.0,1936-06-01,1974-02-28
01MT0097,'DOOROOMADELLA ESTATE','MATALE',7.57 N,80.22 E,16.0,1905-01-01,1974-02-28
01MT0109,'ELLAWELLA TANK','MATARA',6.08 N,80.60 E,79.3,1879-01-01,1991-12-31
01MT0125,'GALEWELA','MATALE',7.77 N,80.57 E,16.0,1905-01-01,1963-12-31
01MT0128,'GAMMADUWA ESTATE','MATALE',7.57 N,80.20 E,16.0,1875-04-01,1973-06-30
01MT0143,'HALIELLA','MATARA',6.08 N,80.55 E,16.0,1879-01-01,1988-02-29
01MT0202,'KAMBURUPITIYA','MATARA',6.07 N,80.57 E,243.9,1951-11-01,9999-12-31
01MT0218,'KARAGODA UYANGODA','MATARA',6.07 N,80.53 E,16.0,1937-04-01,1990-07-31
01MT0232,'KEKENADURA (MATARA)','MATARA',5.97 N,80.57 E,48.8,1879-02-01,9999-12-31
01MT024B,'ATHUELA','MATARA',6.23 N,80.47 E,650.0,2005-07-01,9999-12-31
01MT0302,'MALIDUWA','MATARA',6.13 N,80.42 E,16.0,1934-06-01,1963-05-31
01MT0311,'MAPALANA','MATARA',6.07 N,80.57 E,16.0,1941-05-01,9999-12-31
01MT0319,'MATARA HOSPITAL','MATARA',5.95 N,80.55 E,16.0,1917-01-01,1959-12-31
01MT0322,'MAWARELLA ESTATE','MATARA',6.20 N,80.58 E,16.0,1925-03-01,9999-12-31
01MT0334,'MILLAWA','MATARA',6.28 N,80.47 E,16.0,1935-02-01,1963-11-30
01MT0348,'MORAWAKA','MATARA',6.25 N,80.50 E,16.0,1908-12-01,1961-06-30
01MT0400,"'PALLEGAMA,RATHNAYAKE GP'",'MATARA',6.35 N,80.53 E,16.0,1989-01-01,9999-12-31
01MT042A,'BERALAPANATARA (V.C)','MATARA',6.32 N,80.58 E,16.0,1941-01-01,1948-08-31
01MT0462,'SEMIDALE GROUP','MATARA',6.05 N,80.47 E,16.0,1942-01-01,1965-05-31
01MT0491,'TELIJJAWILA','MATARA',6.02 N,80.50 E,16.0,1980-01-01,9999-12-31
01MT0496,'THIHAGODA','MATARA',6.00 N,80.57 E,16.0,1941-01-01,9999-12-31
01MT0512,'URUBOKKA','MATARA',6.30 N,80.63 E,16.0,1952-06-01,1958-11-30
01MT0537,'WELIGAMA','MATARA',5.97 N,80.42 E,16.0,1941-01-01,1954-12-31
